State,County,Total_List,Cancelled,Cancelled_Percent,Postponed,Postponed_Percent,Total_Fallout,Total_Fallout_Percent,Brought_To_Sale_Percent,Brought_To_Sale,Sold,Sold_Percent
Indiana,Fountain,5,0,0,0,0,0,0,1,5,2,0.4
Indiana,Franklin,1,1,1,0,0,1,1,0,0,0,0
Indiana,Fulton,2,0,0,0,0,0,0,1,2,2,1
Indiana,Gibson,5,0,0,0,0,0,0,1,5,2,0.5
Indiana,Grant,17,2,0.117647059,0,0,2,0.117647059,0.882352941,15,4,0.266666667
Indiana,Greene,5,2,0.4,0,0,2,0.4,0.6,3,0,0
Indiana,Hamilton,24,5,0.208333333,0,0,5,0.208333333,0.791666667,19,4,0.222222222
Indiana,Hancock,14,2,0.142857143,0,0,2,0.142857143,0.857142857,12,6,0.5
Indiana,Harrison,6,2,0.333333333,0,0,2,0.333333333,0.666666667,4,2,0.5
Indiana,Hendricks,22,10,0.454545455,0,0,10,0.454545455,0.545454545,12,7,0.7
Indiana,Henry,7,2,0.285714286,0,0,2,0.285714286,0.714285714,5,0,0
Indiana,Howard,21,3,0.142857143,0,0,3,0.142857143,0.857142857,18,11,0.611111111
Indiana,Huntington,6,0,0,0,0,0,0,1,6,1,0.2
Indiana,Jackson,11,7,0.636363636,0,0,7,0.636363636,0.363636364,4,2,0.5
Indiana,Jasper,5,1,0.2,0,0,1,0.2,0.8,4,2,0.5
Indiana,Jay,2,0,0,0,0,0,0,1,2,1,0.5
Indiana,Jennings,6,1,0.166666667,0,0,1,0.166666667,0.833333333,5,4,0.8
Indiana,Johnson,10,5,0.5,0,0,5,0.5,0.5,5,1,0.2
Indiana,Knox,6,2,0.333333333,0,0,2,0.333333333,0.666666667,4,2,0.5
Indiana,Kosciusko,11,1,0.090909091,0,0,1,0.090909091,0.909090909,10,4,0.4
Indiana,La Porte,1,0,0,0,0,0,0,1,1,0,0
Indiana,Lagrange,4,0,0,0,0,0,0,1,4,2,0.5
Indiana,Lake,135,46,0.340740741,0,0,46,0.340740741,0.659259259,89,38,0.426966292
Indiana,Laporte,21,3,0.142857143,0,0,3,0.142857143,0.857142857,18,7,0.411764706
Indiana,Lawrence,6,2,0.333333333,0,0,2,0.333333333,0.666666667,4,1,0.25
Indiana,Madison,35,6,0.171428571,0,0,6,0.171428571,0.828571429,29,7,0.25
Indiana,Marion,228,65,0.285087719,0,0,65,0.285087719,0.714912281,163,75,0.535714286
Indiana,Marshall,1,0,0,0,0,0,0,1,1,1,1
Indiana,Miami,2,1,0.5,0,0,1,0.5,0.5,1,0,0
Indiana,Monroe,10,3,0.3,0,0,3,0.3,0.7,7,5,0.714285714
Indiana,Montgomery,5,1,0.2,0,0,1,0.2,0.8,4,1,0.25
Indiana,Morgan,14,5,0.357142857,0,0,5,0.357142857,0.642857143,9,3,0.375
Indiana,Newton,5,1,0.2,0,0,1,0.2,0.8,4,0,0
Indiana,Noble,7,2,0.285714286,0,0,2,0.285714286,0.714285714,5,4,1
Indiana,Ohio,2,0,0,0,0,0,0,1,2,2,1
Indiana,Orange,2,0,0,0,0,0,0,1,2,0,0
Indiana,Owen,4,2,0.5,0,0,2,0.5,0.5,2,2,1
Indiana,Parke,1,0,0,0,0,0,0,1,1,0,0
Indiana,Perry,3,0,0,0,0,0,0,1,3,3,1
Indiana,Pike,2,0,0,0,0,0,0,1,2,0,0
Indiana,Porter,35,11,0.314285714,0,0,11,0.314285714,0.685714286,24,7,0.291666667
Indiana,Posey,3,1,0.333333333,0,0,1,0.333333333,0.666666667,2,0,0
Indiana,Pulaski,1,0,0,0,0,0,0,1,1,1,1
Indiana,Putnam,7,3,0.428571429,0,0,3,0.428571429,0.571428571,4,1,0.25
Indiana,Randolph,2,0,0,0,0,0,0,1,2,0,0
Indiana,Ripley,3,0,0,0,0,0,0,1,3,2,0.666666667
Indiana,Rush,8,4,0.5,0,0,4,0.5,0.5,4,0,0
Indiana,Saint Joseph,47,12,0.255319149,0,0,12,0.255319149,0.744680851,35,18,0.529411765
Indiana,Scott,9,2,0.222222222,0,0,2,0.222222222,0.777777778,7,1,0.333333333
Indiana,Shelby,6,1,0.166666667,0,0,1,0.166666667,0.833333333,5,2,0.4
Indiana,Spencer,3,2,0.666666667,0,0,2,0.666666667,0.333333333,1,0,0
Indiana,Starke,4,1,0.25,0,0,1,0.25,0.75,3,0,0
Indiana,Steuben,7,4,0.571428571,0,0,4,0.571428571,0.428571429,3,1,0.5
Indiana,Sullivan,1,0,0,0,0,0,0,1,1,1,1
Indiana,Switzerland,1,0,0,0,0,0,0,1,1,0,0
Indiana,Tippecanoe,19,6,0.315789474,0,0,6,0.315789474,0.684210526,13,4,0.5
Indiana,Tipton,2,0,0,0,0,0,0,1,2,2,1
Indiana,Vanderburgh,37,9,0.243243243,0,0,9,0.243243243,0.756756757,28,11,0.44
Indiana,Vermillion,2,0,0,0,0,0,0,1,2,0,0
Indiana,Vigo,19,3,0.157894737,0,0,3,0.157894737,0.842105263,16,6,0.375
Indiana,Wabash,6,3,0.5,0,0,3,0.5,0.5,3,1,0.333333333
Indiana,Warrick,6,0,0,0,0,0,0,1,6,2,0.333333333
Indiana,Washington,6,2,0.333333333,0,0,2,0.333333333,0.666666667,4,0,0
Indiana,Wayne,10,1,0.1,0,0,1,0.1,0.9,9,7,0.875
Indiana,Wells,2,1,0.5,0,0,1,0.5,0.5,1,0,0
Indiana,White,4,3,0.75,0,0,3,0.75,0.25,1,0,0
Indiana,Whitley,2,1,0.5,0,0,1,0.5,0.5,1,1,1
Iowa,,65,16,0.246153846,3,0.046153846,19,0.292307692,0.707692308,46,7,0.205882353
Iowa,Boone,5,2,0.4,1,0.2,3,0.6,0.4,2,0,0
Iowa,Bremer,1,0,0,0,0,0,0,1,1,0,0
Iowa,Butler,2,1,0.5,0,0,1,0.5,0.5,1,0,0
Iowa,Calhoun,1,1,1,0,0,1,1,0,0,0,0
Iowa,Cass,1,0,0,0,0,0,0,1,1,1,1
Iowa,Cerro Gordo,1,0,0,0,0,0,0,1,1,1,1
Iowa,Des Moines,3,0,0,0,0,0,0,1,3,1,0.333333333
Iowa,Franklin,1,0,0,0,0,0,0,1,1,0,0
Iowa,Grundy,2,1,0.5,0,0,1,0.5,0.5,1,0,0
Iowa,Humboldt,1,0,0,0,0,0,0,1,1,0,0
Iowa,Jasper,3,0,0,0,0,0,0,1,3,0,0
Iowa,Johnson,1,0,0,0,0,0,0,1,1,,0
Iowa,Jones,1,0,0,0,0,0,0,1,1,0,0
Iowa,Lee,1,1,1,0,0,1,1,0,0,0,0
Iowa,Linn,8,3,0.375,1,0.125,4,0.5,0.5,4,0,0
Iowa,Mahaska,2,0,0,0,0,0,0,1,2,0,0
Iowa,Marion,1,0,0,0,0,0,0,1,1,0,0
Iowa,Marshall,1,0,0,0,0,0,0,1,1,,0
Iowa,Mills,2,1,0.5,0,0,1,0.5,0.5,1,0,0
Iowa,Montgomery,1,0,0,0,0,0,0,1,1,1,1
Iowa,Muscatine,2,0,0,0,0,0,0,1,2,0,0
Iowa,Obrien,2,0,0,0,0,0,0,1,2,0,0
Iowa,Page,1,0,0,0,0,0,0,1,1,0,0
Iowa,Polk,4,2,0.5,0,0,2,0.5,0.5,2,0,0
Iowa,Scott,5,0,0,0,0,0,0,1,5,2,0.666666667
Iowa,Story,2,1,0.5,0,0,1,0.5,0.5,1,0,0
Iowa,Wapello,3,1,0.333333333,0,0,1,0.333333333,0.666666667,2,0,0
Iowa,Warren,1,0,0,0,0,0,0,1,1,1,1
Iowa,Washington,1,1,1,0,0,1,1,0,0,0,0
Iowa,Webster,2,0,0,0,0,0,0,1,2,0,0
Iowa,Winnebago,1,1,1,0,0,1,1,0,0,0,0
Iowa,Woodbury,2,0,0,1,0.5,1,0.5,0.5,1,0,0
Kansas,,154,55,0.357142857,2,0.012987013,57,0.37012987,0.62987013,97,8,0.088888889
Kansas,Allen,4,0,0,0,0,0,0,1,4,0,0
Kansas,Atchison,1,1,1,0,0,1,1,0,0,0,0
Kansas,Barton,1,1,1,0,0,1,1,0,0,0,0
Kansas,Butler,4,0,0,0,0,0,0,1,4,2,0.5
Kansas,Cherokee,1,0,0,0,0,0,0,1,1,0,0
Kansas,Cowley,2,1,0.5,0,0,1,0.5,0.5,1,0,0
Kansas,Crawford,7,5,0.714285714,0,0,5,0.714285714,0.285714286,2,1,0.5
Kansas,Dickinson,6,3,0.5,0,0,3,0.5,0.5,3,0,0
Kansas,Doniphan,1,1,1,0,0,1,1,0,0,0,0
Kansas,Douglas,3,1,0.333333333,0,0,1,0.333333333,0.666666667,2,0,0
Kansas,Ford,2,1,0.5,0,0,1,0.5,0.5,1,0,0
Kansas,Franklin,4,1,0.25,0,0,1,0.25,0.75,3,0,0
Kansas,Geary,14,7,0.5,0,0,7,0.5,0.5,7,0,0
Kansas,Grant,1,0,0,0,0,0,0,1,1,0,0
Kansas,Harvey,2,0,0,0,0,0,0,1,2,0,0
Kansas,Johnson,12,2,0.166666667,0,0,2,0.166666667,0.833333333,10,0,0
Kansas,Leavenworth,11,2,0.181818182,1,0.090909091,3,0.272727273,0.727272727,8,1,0.125
Kansas,Linn,1,0,0,0,0,0,0,1,1,0,0
Kansas,Logan,1,0,0,0,0,0,0,1,1,0,0
Kansas,McPHERSON,3,2,0.666666667,0,0,2,0.666666667,0.333333333,1,0,0
Kansas,Meade,1,0,0,0,0,0,0,1,1,0,0
Kansas,Miami,1,0,0,0,0,0,0,1,1,0,0
Kansas,Montgomery,7,1,0.142857143,0,0,1,0.142857143,0.857142857,6,2,0.333333333
Kansas,Nemaha,1,0,0,0,0,0,0,1,1,0,0
Kansas,Neosho,1,0,0,0,0,0,0,1,1,0,0
Kansas,Osage,2,0,0,0,0,0,0,1,2,0,0
Kansas,Reno,1,1,1,0,0,1,1,0,0,0,0
Kansas,Rice,1,1,1,0,0,1,1,0,0,0,0
Kansas,Riley,1,0,0,0,0,0,0,1,1,0,0
Kansas,Saline,4,1,0.25,0,0,1,0.25,0.75,3,0,0
Kansas,Sedgwick,24,11,0.458333333,1,0.041666667,12,0.5,0.5,12,1,0.090909091
Kansas,Shawnee,16,5,0.3125,0,0,5,0.3125,0.6875,11,0,0
Kansas,Sherman,1,1,1,0,0,1,1,0,0,0,0
Kansas,Wabaunsee,1,0,0,0,0,0,0,1,1,1,1
Kansas,Wyandotte,11,6,0.545454545,0,0,6,0.545454545,0.454545455,5,0,0
Kentucky,,117,33,0.282051282,0,0,33,0.282051282,0.717948718,84,27,0.369863014
Kentucky,Allen,1,0,0,0,0,0,0,1,1,0,0
Kentucky,Boone,6,3,0.5,0,0,3,0.5,0.5,3,1,0.333333333
Kentucky,Boyd,2,0,0,0,0,0,0,1,2,0,0
Kentucky,Boyle,1,0,0,0,0,0,0,1,1,1,1
Kentucky,Bullitt,3,1,0.333333333,0,0,1,0.333333333,0.666666667,2,0,0
Kentucky,Calloway,2,1,0.5,0,0,1,0.5,0.5,1,0,0
Kentucky,Campbell,3,0,0,0,0,0,0,1,3,1,0.333333333
Kentucky,Carroll,1,1,1,0,0,1,1,0,0,0,0
Kentucky,Christian,14,4,0.285714286,0,0,4,0.285714286,0.714285714,10,1,0.1
Kentucky,Fayette,2,1,0.5,0,0,1,0.5,0.5,1,1,1
Kentucky,Gallatin,1,0,0,0,0,0,0,1,1,0,0
Kentucky,Graves,1,0,0,0,0,0,0,1,1,0,0
Kentucky,Grayson,1,0,0,0,0,0,0,1,1,1,1
Kentucky,Hancock,1,1,1,0,0,1,1,0,0,0,0
Kentucky,Hardin,10,2,0.2,0,0,2,0.2,0.8,8,3,0.6
Kentucky,Harlan,1,0,0,0,0,0,0,1,1,0,0
Kentucky,Henry,1,0,0,0,0,0,0,1,1,0,0
Kentucky,Hopkins,3,1,0.333333333,0,0,1,0.333333333,0.666666667,2,1,0.5
Kentucky,Jefferson,28,8,0.285714286,0,0,8,0.285714286,0.714285714,20,12,0.705882353
Kentucky,Kenton,9,4,0.444444444,0,0,4,0.444444444,0.555555556,5,0,0
Kentucky,Laurel,3,0,0,0,0,0,0,1,3,2,0.666666667
Kentucky,Madison,5,1,0.2,0,0,1,0.2,0.8,4,0,0
Kentucky,Martin,1,0,0,0,0,0,0,1,1,0,0
Kentucky,Mason,1,0,0,0,0,0,0,1,1,0,0
Kentucky,McCracken,5,2,0.4,0,0,2,0.4,0.6,3,1,0.5
Kentucky,Meade,1,0,0,0,0,0,0,1,1,1,1
Kentucky,Montgomery,1,0,0,0,0,0,0,1,1,0,0
Kentucky,Pike,3,1,0.333333333,0,0,1,0.333333333,0.666666667,2,0,0
Kentucky,Powell,1,1,1,0,0,1,1,0,0,0,0
Kentucky,Scott,1,0,0,0,0,0,0,1,1,0,0
Kentucky,Warren,1,0,0,0,0,0,0,1,1,0,0
Kentucky,Washington,1,1,1,0,0,1,1,0,0,0,0
Kentucky,Whitley,1,0,0,0,0,0,0,1,1,1,1
Kentucky,Woodford,1,0,0,0,0,0,0,1,1,0,0
Louisiana,,231,112,0.484848485,4,0.017316017,116,0.502164502,0.497835498,115,22,0.201834862
Louisiana,Acadia,1,0,0,0,0,0,0,1,1,0,0
Louisiana,Ascension,8,5,0.625,0,0,5,0.625,0.375,3,1,0.333333333
Louisiana,Assumption,1,0,0,0,0,0,0,1,1,0,0
Louisiana,Avoyelles,1,0,0,0,0,0,0,1,1,1,1
Louisiana,Beauregard,5,2,0.4,0,0,2,0.4,0.6,3,0,0
Louisiana,Bienville,1,0,0,0,0,0,0,1,1,0,0
Louisiana,Bossier,10,4,0.4,0,0,4,0.4,0.6,6,2,0.333333333
Louisiana,Caddo,16,10,0.625,0,0,10,0.625,0.375,6,2,0.333333333
Louisiana,Calcasieu,8,3,0.375,0,0,3,0.375,0.625,5,0,0
Louisiana,East Baton Rouge,29,13,0.448275862,1,0.034482759,14,0.482758621,0.517241379,15,3,0.2
Louisiana,East Carroll,1,0,0,0,0,0,0,1,1,0,0
Louisiana,Evangeline,2,1,0.5,0,0,1,0.5,0.5,1,0,0
Louisiana,Franklin,1,0,0,0,0,0,0,1,1,0,0
Louisiana,Iberia,1,0,0,0,0,0,0,1,1,0,0
Louisiana,Jefferson,18,11,0.611111111,0,0,11,0.611111111,0.388888889,7,1,0.2
Louisiana,La Salle,1,1,1,0,0,1,1,0,0,0,0
Louisiana,Lafayette,6,1,0.166666667,0,0,1,0.166666667,0.833333333,5,1,0.2
Louisiana,Lafourche,2,1,0.5,0,0,1,0.5,0.5,1,0,0
Louisiana,Livingston,13,5,0.384615385,0,0,5,0.384615385,0.615384615,8,3,0.375
Louisiana,Morehouse,6,3,0.5,0,0,3,0.5,0.5,3,0,0
Louisiana,Natchitoches,2,1,0.5,0,0,1,0.5,0.5,1,0,0
Louisiana,Orleans,12,9,0.75,0,0,9,0.75,0.25,3,1,0.333333333
Louisiana,Ouachita,8,2,0.25,0,0,2,0.25,0.75,6,0,0
Louisiana,Plaquemines,1,1,1,0,0,1,1,0,0,0,0
Louisiana,Rapides,6,4,0.666666667,0,0,4,0.666666667,0.333333333,2,0,0
Louisiana,Richland,3,2,0.666666667,0,0,2,0.666666667,0.333333333,1,0,0
Louisiana,Saint Bernard,5,3,0.6,0,0,3,0.6,0.4,2,0,0
Louisiana,Saint John The Baptist,4,2,0.5,0,0,2,0.5,0.5,2,0,0
Louisiana,Saint Landry,5,1,0.2,1,0.2,2,0.4,0.6,3,0,0
Louisiana,Saint Martin,5,3,0.6,0,0,3,0.6,0.4,2,1,0.5
Louisiana,Saint Mary,2,0,0,0,0,0,0,1,2,1,0.5
Louisiana,Saint Tammany,18,12,0.666666667,1,0.055555556,13,0.722222222,0.277777778,5,3,0.6
Louisiana,Tangipahoa,8,3,0.375,1,0.125,4,0.5,0.5,4,0,0
Louisiana,Terrebonne,3,1,0.333333333,0,0,1,0.333333333,0.666666667,2,0,0
Louisiana,Union,2,1,0.5,0,0,1,0.5,0.5,1,0,0
Louisiana,Vermilion,6,1,0.166666667,0,0,1,0.166666667,0.833333333,5,0,0
Louisiana,Vernon,4,4,1,0,0,4,1,0,0,0,0
Louisiana,Washington,3,1,0.333333333,0,0,1,0.333333333,0.666666667,2,1,0.5
Louisiana,Webster,1,0,0,0,0,0,0,1,1,1,1
Louisiana,West Carroll,1,0,0,0,0,0,0,1,1,0,0
Louisiana,West Feliciana,1,1,1,0,0,1,1,0,0,0,0
Maine,,31,3,0.096774194,7,0.225806452,10,0.322580645,0.677419355,21,2,0.166666667
Maine,Androscoggin,4,0,0,1,0.25,1,0.25,0.75,3,1,0.333333333
Maine,Cumberland,3,1,0.333333333,0,0,1,0.333333333,0.666666667,2,0,0
Maine,Hancock,1,0,0,0,0,0,0,1,1,0,0
Maine,Kennebec,1,0,0,0,0,0,0,1,1,0,0
Maine,Knox,1,0,0,0,0,0,0,1,1,0,0
Maine,Lincoln,1,0,0,0,0,0,0,1,1,0,0
Maine,Oxford,1,1,1,0,0,1,1,0,0,0,0
Maine,Penobscot,10,1,0.1,5,0.5,6,0.6,0.4,4,0,0
Maine,Piscataquis,2,0,0,1,0.5,1,0.5,0.5,1,0,0
Maine,Sagadahoc,1,0,0,0,0,0,0,1,1,1,1
Maine,Somerset,1,0,0,0,0,0,0,1,1,0,0
Maine,York,5,0,0,0,0,0,0,1,5,0,0
Maryland,,1340,528,0.394029851,12,0.008955224,540,0.402985075,0.597014925,800,233,0.312751678
Maryland,Allegany,14,6,0.428571429,0,0,6,0.428571429,0.571428571,8,2,0.25
Maryland,Anne Arundel,120,47,0.391666667,0,0,47,0.391666667,0.608333333,73,26,0.376811594
Maryland,Baltimore,172,78,0.453488372,2,0.011627907,80,0.465116279,0.534883721,92,36,0.409090909
Maryland,Baltimore City,179,57,0.318435754,3,0.016759777,60,0.335195531,0.664804469,119,44,0.396396396
Maryland,Calvert,15,4,0.266666667,0,0,4,0.266666667,0.733333333,11,1,0.111111111
Maryland,Caroline,18,4,0.222222222,0,0,4,0.222222222,0.777777778,14,1,0.083333333
Maryland,Carroll,38,15,0.394736842,0,0,15,0.394736842,0.605263158,23,3,0.157894737
Maryland,Cecil,20,5,0.25,1,0.05,6,0.3,0.7,14,0,0
Maryland,Charles,60,21,0.35,0,0,21,0.35,0.65,39,8,0.210526316
Maryland,Dorchester,7,3,0.428571429,1,0.142857143,4,0.571428571,0.428571429,3,1,0.333333333
Maryland,Frederick,55,26,0.472727273,0,0,26,0.472727273,0.527272727,29,5,0.208333333
Maryland,Garrett,1,0,0,0,0,0,0,1,1,0,0
Maryland,Harford,58,20,0.344827586,1,0.017241379,21,0.362068966,0.637931034,37,12,0.324324324
Maryland,Howard,34,13,0.382352941,1,0.029411765,14,0.411764706,0.588235294,20,7,0.388888889
Maryland,Kent,1,0,0,0,0,0,0,1,1,0,0
Maryland,Montgomery,127,54,0.42519685,0,0,54,0.42519685,0.57480315,73,26,0.412698413
Maryland,Prince Georges,284,134,0.471830986,3,0.01056338,137,0.482394366,0.517605634,147,44,0.314285714
Maryland,Queen Anne,1,0,0,0,0,0,0,1,1,0,0
Maryland,Queen Annes,9,6,0.666666667,0,0,6,0.666666667,0.333333333,3,0,0
Maryland,Saint Mary,1,1,1,0,0,1,1,0,0,0,0
Maryland,Saint Marys,24,7,0.291666667,0,0,7,0.291666667,0.708333333,17,1,0.0625
Maryland,Somerset,2,0,0,0,0,0,0,1,2,0,0
Maryland,Talbot,15,4,0.266666667,0,0,4,0.266666667,0.733333333,11,2,0.181818182
Maryland,Washington,31,7,0.225806452,0,0,7,0.225806452,0.774193548,24,4,0.2
Maryland,Wicomico,27,9,0.333333333,0,0,9,0.333333333,0.666666667,18,5,0.277777778
Maryland,Worcester,27,7,0.259259259,0,0,7,0.259259259,0.740740741,20,5,0.263157895
Massachusetts,,123,23,0.18699187,16,0.130081301,39,0.317073171,0.682926829,84,24,0.369230769
Massachusetts,Barnstable,11,4,0.363636364,1,0.090909091,5,0.454545455,0.545454545,6,0,0
Massachusetts,Bristol,22,2,0.090909091,2,0.090909091,4,0.181818182,0.818181818,18,7,0.5
Massachusetts,Essex,8,1,0.125,0,0,1,0.125,0.875,7,3,0.6
Massachusetts,Franklin,1,0,0,0,0,0,0,1,1,0,0
Massachusetts,Hampden,15,2,0.133333333,3,0.2,5,0.333333333,0.666666667,10,3,0.375
Massachusetts,Hampshire,5,0,0,1,0.2,1,0.2,0.8,4,0,0
Massachusetts,Middlesex,6,1,0.166666667,1,0.166666667,2,0.333333333,0.666666667,4,3,0.75
Massachusetts,Norfolk,9,3,0.333333333,3,0.333333333,6,0.666666667,0.333333333,3,0,0
Massachusetts,Plymouth,16,4,0.25,1,0.0625,5,0.3125,0.6875,11,4,0.4
Massachusetts,Suffolk,4,2,0.5,1,0.25,3,0.75,0.25,1,1,1
Massachusetts,Worcester,26,4,0.153846154,3,0.115384615,7,0.269230769,0.730769231,19,3,0.25
Michigan,,14263,1140,0.079927084,10912,0.76505644,12052,0.844983524,0.155016476,2211,640,0.309627479
Michigan,Alcona,20,3,0.15,12,0.6,15,0.75,0.25,5,1,0.25
Michigan,Alger,11,1,0.090909091,7,0.636363636,8,0.727272727,0.272727273,3,0,0
Michigan,Allegan,98,13,0.132653061,70,0.714285714,83,0.846938776,0.153061224,15,1,0.066666667
Michigan,Alpena,20,3,0.15,14,0.7,17,0.85,0.15,3,2,0.666666667
Michigan,Antrim,42,3,0.071428571,29,0.69047619,32,0.761904762,0.238095238,10,1,0.1
Michigan,Arenac,9,1,0.111111111,5,0.555555556,6,0.666666667,0.333333333,3,0,0
Michigan,Barry,96,10,0.104166667,72,0.75,82,0.854166667,0.145833333,14,2,0.142857143
Michigan,Bay,182,9,0.049450549,149,0.818681319,158,0.868131868,0.131868132,24,7,0.291666667
Michigan,Benzie,20,4,0.2,15,0.75,19,0.95,0.05,1,0,0
Michigan,Berrien,251,11,0.043824701,205,0.816733068,216,0.860557769,0.139442231,35,7,0.2
Michigan,Branch,29,2,0.068965517,24,0.827586207,26,0.896551724,0.103448276,3,2,0.666666667
Michigan,Calhoun,211,16,0.075829384,157,0.744075829,173,0.819905213,0.180094787,38,11,0.289473684
Michigan,Cass,54,7,0.12962963,42,0.777777778,49,0.907407407,0.092592593,5,0,0
Michigan,Charlevoix,60,5,0.083333333,50,0.833333333,55,0.916666667,0.083333333,5,0,0
Michigan,Cheboygan,34,3,0.088235294,23,0.676470588,26,0.764705882,0.235294118,8,2,0.285714286
Michigan,Chippewa,68,3,0.044117647,57,0.838235294,60,0.882352941,0.117647059,8,0,0
Michigan,Clare,27,5,0.185185185,12,0.444444444,17,0.62962963,0.37037037,10,1,0.111111111
Michigan,Clinton,77,6,0.077922078,57,0.74025974,63,0.818181818,0.181818182,14,4,0.333333333
Michigan,Crawford,10,3,0.3,4,0.4,7,0.7,0.3,3,1,0.333333333
Michigan,Delta,12,1,0.083333333,11,0.916666667,12,1,0,0,0,0
Michigan,Dickinson,9,1,0.111111111,4,0.444444444,5,0.555555556,0.444444444,4,1,0.333333333
Michigan,Eaton,130,14,0.107692308,89,0.684615385,103,0.792307692,0.207692308,27,11,0.407407407
Michigan,Emmet,40,5,0.125,26,0.65,31,0.775,0.225,9,2,0.25
Michigan,Genesee,1038,58,0.055876686,797,0.767822736,855,0.823699422,0.176300578,183,63,0.417218543
Michigan,Gladwin,41,3,0.073170732,30,0.731707317,33,0.804878049,0.195121951,8,2,0.25
Michigan,Gogebic,21,1,0.047619048,16,0.761904762,17,0.80952381,0.19047619,4,0,0
Michigan,Grand Traverse,98,10,0.102040816,79,0.806122449,89,0.908163265,0.091836735,9,0,0
Michigan,Gratiot,26,0,0,18,0.692307692,18,0.692307692,0.307692308,8,3,0.375
Michigan,Hillsdale,42,5,0.119047619,34,0.80952381,39,0.928571429,0.071428571,3,1,0.333333333
Michigan,Houghton,12,4,0.333333333,5,0.416666667,9,0.75,0.25,3,0,0
Michigan,Huron,7,2,0.285714286,0,0,2,0.285714286,0.714285714,5,0,0
Michigan,Ingham,567,28,0.049382716,446,0.78659612,474,0.835978836,0.164021164,93,24,0.258064516
Michigan,Ionia,70,10,0.142857143,50,0.714285714,60,0.857142857,0.142857143,10,3,0.3
Michigan,Iosco,37,1,0.027027027,29,0.783783784,30,0.810810811,0.189189189,7,3,0.428571429
Michigan,Iron,4,0,0,2,0.5,2,0.5,0.5,2,0,0
Michigan,Isabella,30,2,0.066666667,22,0.733333333,24,0.8,0.2,6,2,0.333333333
Michigan,Jackson,253,24,0.09486166,161,0.636363636,185,0.731225296,0.268774704,68,16,0.262295082
Michigan,Kalamazoo,297,27,0.090909091,228,0.767676768,255,0.858585859,0.141414141,42,14,0.333333333
Michigan,Kalkaska,24,3,0.125,18,0.75,21,0.875,0.125,3,0,0
Michigan,Kent,624,66,0.105769231,474,0.759615385,540,0.865384615,0.134615385,84,42,0.626865672
Michigan,Lake,8,1,0.125,5,0.625,6,0.75,0.25,2,1,0.5
Michigan,Lapeer,144,7,0.048611111,117,0.8125,124,0.861111111,0.138888889,20,8,0.666666667
Michigan,Leelanau,51,3,0.058823529,47,0.921568627,50,0.980392157,0.019607843,1,0,0
Michigan,Lenawee,81,9,0.111111111,56,0.691358025,65,0.802469136,0.197530864,16,2,0.125
Michigan,Livingston,219,23,0.105022831,155,0.707762557,178,0.812785388,0.187214612,41,7,0.2
Michigan,Luce,15,1,0.066666667,13,0.866666667,14,0.933333333,0.066666667,1,0,0
Michigan,Mackinac,7,1,0.142857143,1,0.142857143,2,0.285714286,0.714285714,5,0,0
Michigan,Macomb,1614,117,0.072490706,1311,0.812267658,1428,0.884758364,0.115241636,186,58,0.315217391
Michigan,Manistee,10,1,0.1,5,0.5,6,0.6,0.4,4,0,0
Michigan,Marquette,19,1,0.052631579,8,0.421052632,9,0.473684211,0.526315789,10,2,0.2
Michigan,Mason,43,4,0.093023256,34,0.790697674,38,0.88372093,0.11627907,5,1,0.2
Michigan,Mecosta,36,3,0.083333333,18,0.5,21,0.583333333,0.416666667,15,2,0.133333333
Michigan,Menominee,10,2,0.2,4,0.4,6,0.6,0.4,4,2,0.5
Michigan,Midland,89,6,0.06741573,65,0.730337079,71,0.797752809,0.202247191,18,3,0.214285714
Michigan,Missaukee,13,5,0.384615385,5,0.384615385,10,0.769230769,0.230769231,3,1,0.333333333
Michigan,Monroe,167,17,0.101796407,118,0.706586826,135,0.808383234,0.191616766,32,5,0.15625
Michigan,Montcalm,73,3,0.04109589,56,0.767123288,59,0.808219178,0.191780822,14,1,0.071428571
Michigan,Muskegon,177,14,0.079096045,125,0.706214689,139,0.785310734,0.214689266,38,14,0.368421053
Michigan,Newaygo,45,4,0.088888889,35,0.777777778,39,0.866666667,0.133333333,6,1,0.25
Michigan,Oakland,1723,161,0.093441672,1304,0.756819501,1465,0.850261172,0.149738828,258,73,0.337962963
Michigan,Oceana,17,0,0,10,0.588235294,10,0.588235294,0.411764706,7,3,0.428571429
Michigan,Ogemaw,35,3,0.085714286,27,0.771428571,30,0.857142857,0.142857143,5,2,0.4
Michigan,Ontonagon,2,1,0.5,1,0.5,2,1,0,0,0,0
Michigan,Osceola,9,2,0.222222222,3,0.333333333,5,0.555555556,0.444444444,4,2,0.5
Michigan,Oscoda,7,0,0,4,0.571428571,4,0.571428571,0.428571429,3,1,0.333333333
Michigan,Otsego,16,3,0.1875,7,0.4375,10,0.625,0.375,6,1,0.166666667
Michigan,Ottawa,159,22,0.13836478,119,0.748427673,141,0.886792453,0.113207547,18,5,0.277777778
Michigan,Presque Isle,32,0,0,30,0.9375,30,0.9375,0.0625,2,0,0
Michigan,Roscommon,20,1,0.05,6,0.3,7,0.35,0.65,13,5,0.384615385
Michigan,Saginaw,301,20,0.066445183,222,0.737541528,242,0.803986711,0.196013289,59,6,0.103448276
